,accountno,parcelnb,saledt,locationaddress,locationcity,locationzipcode,subdivisionid,subdivisiondescr,nbhd,occdescr,bltasoccdesc,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,value
3918,R1662147,8708131015,2021-07-06,304 ZEPPELIN WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Townhouse - 1/2 Duplex,Townhouse Two Story,68,1524,685,,420,.06000000,2019,460000.00,356200.00
3919,R0778796,8719405189,2021-07-05,2119 EASTWOOD DR,FORT COLLINS,80525,1338,PARKWOOD EAST,19724,Single Family Residential,Ranch,1,1520,,,462,.22000000,1986,509600.00,385200.00
3920,R1636223,8720226013,2021-07-05,2020 SCARECROW RD,FORT COLLINS,80525,80942,SIDEHILL 2ND FTC (20050067435),18933,Single Family Residential,Ranch,1,1774,1774,,484,.12000000,2014,560500.00,462900.00
3921,R1604494,8607431122,2021-07-05,1745 FOSSIL CREEK PKWY,FORT COLLINS,80528,8027,LINDEN PARK PDP,19613,Single Family Residential,2 Story,8,2226,1096,,380,.11000000,2003,491900.00,421800.00
3922,R1599271,8605465020,2021-07-02,5351 COUNTRY SQUIRE WAY,FORT COLLINS,80528,8014,HARVEST PARK,18729,Single Family Residential,2 Story,8,2911,731,,467,.17000000,2005,730000.00,524700.00
3923,R1600705,8605489006,2021-07-02,5409 RABBIT CREEK RD,FORT COLLINS,80528,8017,SAGE CREEK SUBDIVISION,18729,Single Family Residential,2 Story,8,2033,984,984,682,.19000000,2003,596200.00,492400.00
3924,R1632619,8704311029,2021-07-02,1032 TRADING POST RD,FORT COLLINS,80524,8132,TRAIL HEAD FTC  (20040123495),18933,Single Family Residential,Ranch,1,1674,820,,480,.16000000,2011,415000.00,383800.00
3925,R1628297,8832223003,2021-07-02,2462 MILTON LN,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,2 Story,8,2074,1132,,400,.11000000,2009,463000.00,395400.00
3926,R1441159,9612422017,2021-07-02,1018 HUNTINGTON HILLS DR,FORT COLLINS,80525,14314,HUNTINGTON HILLS PUD,19613,Single Family Residential,2 Story,8,2813,1857,1857,712,.35000000,2000,807000.00,655900.00
3927,R1571044,8606485007,2021-07-02,5225 WHITE WILLOW DR P220,FORT COLLINS,80528,19444,BROOKSIDE AT WILLOW SPRINGS CONDOS,19613,Condo unit,Condo <= 3 Stories,19,977,,,200,.00000000,1999,305777.00,255300.00
3928,R1098063,8719218008,2021-07-02,1440 EDORA RD 8,FORT COLLINS,80525,131601,EDORA ACRES PUD,19724,Townhouse,Townhouse Two Story,68,1056,,,,.02000000,1984,280000.00,230800.00
3929,R1238264,9624109053,2021-07-02,632 RUBY DR,FORT COLLINS,80525,03443,COLLAND CENTER,19613,Single Family Residential,2 Story,8,1754,960,960,484,.30000000,1993,573000.00,389300.00
3930,R1394614,9725285033,2021-07-02,2700 STANFORD RD L33,FORT COLLINS,80525,15485,SCOTCH HIGHLANDS CONDOS,19724,Townhouse/Condo,Townhouse One Story,61,1282,1270,600,496,.00000000,1993,370000.00,344100.00
3931,R1383035,8732311023,2021-07-02,2118 THUNDERSTONE CT,FORT COLLINS,80525,16168,SUNSTONE VILLAGE PUD,18729,Single Family Residential,2 Story,8,1389,708,708,440,.15000000,1994,515000.00,398000.00
3932,R1007165,8719318015,2021-07-02,1315 KIRKWOOD DR 807,FORT COLLINS,80525,1357,PARKWOOD GARDENS CONDO,19724,Condo unit,Condo <= 3 Stories,19,761,,,,.00000000,1970,195000.00,177500.00
3933,R1007220,8719318021,2021-07-02,1315 KIRKWOOD DR 905,FORT COLLINS,80525,1357,PARKWOOD GARDENS CONDO,19724,Condo unit,Condo <= 3 Stories,19,960,,,,.00000000,1970,240000.00,202000.00
3934,R0762245,9735416009,2021-07-02,4330 HUMMINGBIRD DR,FORT COLLINS,80526,1319,LARKBOROUGH,19734,Single Family Residential,Ranch,1,1288,,,420,.17000000,1980,300000.00,329800.00
3935,R0171123,9716307005,2021-07-02,1518 CEDARWOOD DR,FORT COLLINS,80521,11251,CEDARWOOD,19715,Single Family Residential,Ranch,1,850,850,850,484,.15000000,1976,435000.00,331100.00
3936,R1658771,8729238104,2021-07-02,2521 DES MOINES DR 104,FORT COLLINS,80525,8068015000,"LAGRANGE CONDOS AT RIGDEN FARM  PH 15, FTC (20150050737)",18729,Townhouse/Condo,Townhouse Two Story,68,1301,546,,361,.00000000,2015,446500.00,337400.00
3937,R1631378,8729267112,2021-07-02,2851 KANSAS DR C,FORT COLLINS,80525,19977,"RIGDEN FARM, 7TH FILING, THE WILLOW",18729,Townhouse,Townhouse Two Story,68,1300,,,508,.03000000,2004,345000.00,295300.00
3938,R1646019,8707118016,2021-07-02,309 BANNOCK ST,FORT COLLINS,80524,1942001001,"DRY CREEK MINOR SUB, 1ST RPLT, FTC (20070083115)",18933,Single Family Residential,2 Story,8,1618,,,560,.09000000,2011,425000.00,350400.00
3939,R1651707,8609116026,2021-07-02,5821 BIG CANYON DR,FORT COLLINS,80528,0637008000,MCCLELLANDS CREEK 3RD FIL (Fossil Lake PUD 8th Sub Number),19613,Single Family Residential,2 Story,8,3089,1428,1050,786,.22000000,2014,820500.00,725400.00
3940,R1669148,9711146309,2021-07-01,302 N MELDRUM ST 309,FORT COLLINS,80521,8415000000,MYRIDIUM CONDOS,19711,Condo unit,Condo > 3 Stories,20,1271,,,,.00000000,2017,715000.00,566600.00
3941,R1636782,9709118043,2021-07-01,2268 BELLWETHER LN,FORT COLLINS,80521,8154,BELLWETHER FARM FTC (20050079725),19715,Single Family Residential,2 Story,8,2321,1067,1067,418,.11000000,2008,675000.00,568200.00
3942,R0061662,9713333018,2021-07-01,1511 PETERSON ST,FORT COLLINS,80524,11312,MOORE`S L C,19711,Single Family Residential,Ranch,1,832,832,273,440,.20000000,1928,450000.00,400200.00
3943,R0075221,9715115002,2021-07-01,626 MILLER DR,FORT COLLINS,80521,1088,JOHNSON C.W.,19715,Single Family Residential,Ranch,1,1064,588,588,308,.14000000,1963,320000.00,345200.00
3944,R0029637,9711229013,2021-07-01,617 CHERRY ST,FORT COLLINS,80521,1349,COTTON`S RESUB,19711,Single Family Residential,Ranch,1,1059,,,400,.17000000,1920,520000.00,514100.00
3945,R0131911,9726106024,2021-07-01,408 FLICKER DR,FORT COLLINS,80526,1175,SOUTH MEADOWLARK HEIGHTS,19722,Single Family Residential,Ranch,1,1253,1120,1120,480,.21000000,1967,460000.00,385100.00
3946,R0201812,9610405012,2021-07-01,6605 THOMPSON DR,FORT COLLINS,80526,0194,MOUNTAIN VALLEY ACRES,19614,Single Family Residential,Split Level,7,5150,2895,1173,1296,1.83000000,1973,1130000.00,872300.00
3947,R0201812,9610405012,2021-07-01,6605 THOMPSON DR,FORT COLLINS,80526,0194,MOUNTAIN VALLEY ACRES,,Farm Implement-Equip Shop,Farm Implement-Equip Shop,476,1260,,,,1.83000000,2005,1130000.00,872300.00
3948,R0220876,9704406038,2021-07-01,716 N MONTVIEW RD,FORT COLLINS,80521,02780,SHIRLEY HEIGHTS  1ST,19829,Single Family Residential,Ranch,1,1056,,,,.18000000,1971,347500.00,309100.00
3949,R0716332,8730210101,2021-07-01,2907 EASTBOROUGH DR,FORT COLLINS,80525,1267,EASTBOROUGH,19724,Single Family Residential,Bi Level 2 Story,4,2116,,,400,.21000000,1980,475000.00,387900.00
3950,R0658391,8730307204,2021-07-01,3131 SILVERWOOD DR,FORT COLLINS,80525,11773,SOUTHMOOR VILLAGE EAST,19724,Single Family Residential,Split Level,7,2432,644,564,624,.21000000,1979,600000.00,490900.00
3951,R0763098,9735412013,2021-07-01,430 GUILLEMONT ST,FORT COLLINS,80526,1319,LARKBOROUGH,19734,Single Family Residential,Split Level,7,1320,,,360,.15000000,1980,397000.00,328800.00
3952,R1017985,9727109051,2021-07-01,2743 CANTERBURY DR,FORT COLLINS,80526,1369,"KENSINGTON SOUTH, THE SQUARE AT",19722,Single Family Residential,2 Story,8,2056,,,440,.14000000,1984,497500.00,392700.00
3953,R0689319,9726313016,2021-07-01,3555 TRADITION DR,FORT COLLINS,80526,105401,FOOTHILLS PARK,19722,Single Family Residential,Split Level,7,1496,,,440,.14000000,1983,453500.00,343200.00
3954,R1145339,9736320009,2021-07-01,4255 WESTSHORE WAY C9,FORT COLLINS,80525,14353,HARMONY COVE CONDO,19601,Townhouse/Condo,Townhouse Two Story,68,1088,544,,264,.00000000,1982,360000.00,256100.00
3955,R1429647,8729416029,2021-07-01,3413 PEARSTONE PL,FORT COLLINS,80525,17563,STONE RIDGE PUD,18729,Single Family Residential,2 Story,8,2686,1217,1217,770,.21000000,2000,746900.00,581600.00
3956,R1616005,8604109015,2021-07-01,3815 PRECISION DR C,FORT COLLINS,80528,8050,BROOKFIELD,18729,Townhouse,Townhouse Two Story,68,1557,776,,360,.05000000,2012,422000.00,367300.00
3957,R1601836,9911407004,2021-07-01,208 W COUNTY ROAD 70,FORT COLLINS,80524,7155100,DIAMOND FARMS RLUP 00-S1551,41626,Single Family Residential,Modular,21,1596,,,,2.20000000,2001,460000.00,350000.00
3958,R1601836,9911407004,2021-07-01,208 W COUNTY ROAD 70,FORT COLLINS,80524,7155100,DIAMOND FARMS RLUP 00-S1551,,Farm Utility Building,Farm Utility Building,404,1080,,,,2.20000000,2007,460000.00,350000.00
3959,R1609555,8604407118,2021-07-01,3651 BIG DIPPER DR,FORT COLLINS,80528,8040,WILLOW BROOK,18729,Single Family Residential,Ranch,1,1672,1154,,462,.12000000,2005,575000.00,440000.00
3960,R1600422,9614419390,2021-08-29,7214 AVONDALE RD,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,2 Story,8,2005,947,814,580,.16000000,2001,615469.00,455800.00
3961,R1295306,8606223014,2021-08-27,1219 OAK ISLAND CT,FORT COLLINS,80525,156651,OAKRIDGE VILLAGE PUD,19613,Townhouse,Townhouse One Story,61,1547,885,685,440,.14000000,1989,495000.00,401500.00
3962,R1216503,8730416025,2021-08-26,1986 MASSACHUSETTS ST,FORT COLLINS,80525,1570,TIMBERLINE VILLAGE PUD,19724,Single Family Residential,Split Level,7,1256,,,440,.16000000,1986,425000.00,323700.00
3963,R0719447,8622318011,2021-08-26,4408 JULIAN CT,FORT COLLINS,80528,03972,MOUNTAIN RANGE SHADOWS,19613,Single Family Residential,Bi Level 2 Story,4,1375,,,304,.12000000,1978,321000.00,257900.00
3964,R0184454,9725407114,2021-08-26,3407 CAMELOT DR,FORT COLLINS,80525,12121,VILLAGE EAST,19724,Single Family Residential,Split Level,7,1612,,,528,.19000000,1976,425000.00,380500.00
3965,R1556681,8830208084,2021-08-26,3220 HEARTHFIRE DR,FORT COLLINS,80524,1946,HEARTHFIRE PUD,18933,Single Family Residential,2 Story,8,3094,1554,,726,.54000000,2000,954000.00,692600.00
3966,R1377272,8606232004,2021-08-26,1318 SILK OAK DR,FORT COLLINS,80525,15669,OAKRIDGE VILLAGE PUD,19613,Single Family Residential,2 Story,8,2176,648,648,672,.20000000,1994,595000.00,495000.00
3967,R1598370,9726435020,2021-08-24,3532 WARREN FARM CT,FORT COLLINS,80526,16053,WARREN FARMS THIRD FILING,19722,Single Family Residential,2 Story,8,1446,,,210,.07000000,2003,454600.00,326500.00
3968,R1471228,8607123105,2021-08-23,5619 RED WILLOW CT,FORT COLLINS,80528,1855,WILLOW SPRINGS PUD,19613,Single Family Residential,2 Story,8,2847,1282,1058,808,.22000000,1996,760000.00,611000.00
3969,R1354086,9703407010,2021-08-20,1255 ALAMEDA ST,FORT COLLINS,80521,136001,GRANADA HEIGHTS PUD,19829,Single Family Residential,Ranch,1,1169,,,308,.15000000,1993,400000.00,314000.00
3970,R1391747,8607316001,2021-08-20,1100 CANVASBACK DR,FORT COLLINS,80525,17404,PARAGON POINT PUD,19613,Single Family Residential,Ranch,1,1690,1626,,400,.14000000,1997,490000.00,424900.00
3971,R1599185,8605457035,2021-08-20,5244 CORBETT DR,FORT COLLINS,80528,8014,HARVEST PARK,18729,Single Family Residential,2 Story,8,2063,1014,806,420,.09000000,2002,570000.00,468900.00
3972,R1614095,9612149205,2021-08-20,5620 FOSSIL CREEK PKWY 9205,FORT COLLINS,80525,804502,"FOSSIL CREEK CONDOMINIUMS, SUPP No. 2",19613,Condo unit,Condo <= 3 Stories,19,964,,,,.00000000,2001,285500.00,241100.00
3973,R0142557,8706135009,2021-08-20,1432 ADRIEL DR,FORT COLLINS,80524,033921,ADRIEL HILLS TWO,19836,Townhouse/Condo,Townhouse Two Story,68,1388,,,252,.00000000,1975,330000.00,266300.00
3974,R1197690,9721120008,2021-08-19,2519 CEDARWOOD DR,FORT COLLINS,80526,15441,FAIRBROOKE,19722,Single Family Residential,2 Story,8,1828,816,,400,.29000000,1987,551000.00,436300.00
3975,R1605647,8830414243,2021-08-19,2751 CATAMARAN COVE,FORT COLLINS,80524,16551,RICHARDS LAKE PUD FILING ONE,18933,Single Family Residential,Ranch,1,1688,1688,930,668,.18000000,2017,685000.00,561000.00
3976,R1586874,8704405201,2021-08-19,3920 RANNOCH ST,FORT COLLINS,80524,1971,WATERGLEN PUD,18933,Single Family Residential,2 Story,8,1903,,,438,.10000000,2000,440000.00,346200.00
3977,R1514717,9717405029,2021-08-19,3233 REEDGRASS CT,FORT COLLINS,80521,1887,PONDS AT OVERLAND TRAIL,19722,Single Family Residential,2 Story,8,2321,1120,760,484,.14000000,1999,589900.00,520200.00
3978,R1411632,8623106021,2021-08-18,7761 PARK RIDGE CIR,FORT COLLINS,80528,0579,HIGHLAND HILLS PUD,28623,Single Family Residential,2 Story,8,2777,1357,,771,1.13000000,1995,785000.00,633700.00
3979,R1038931,9736411067,2021-08-18,4503 SEAWAY CIR,FORT COLLINS,80525,133402,WHALERS COVE,19601,Single Family Residential,Ranch,1,940,840,840,400,.10000000,1983,400000.00,346800.00
3980,R1342479,8732307001,2021-08-18,4236 WINTERSTONE CT,FORT COLLINS,80525,16166,SUNSTONE VILLAGE PUD,18729,Single Family Residential,2 Story,8,1538,440,440,440,.24000000,1992,490000.00,413900.00
3981,R0095427,9716411009,2021-08-18,1208 BRIARWOOD RD,FORT COLLINS,80521,1219,WEST LAKE STREET,19715,Single Family Residential,Split Level,7,1800,,,336,.19000000,1972,478300.00,386200.00
3982,R0135127,9726209061,2021-08-18,831 WINCHESTER DR,FORT COLLINS,80526,1230,WOODWEST,19722,Single Family Residential,Split Level,7,1470,432,432,456,.20000000,1973,435000.00,382000.00
3983,R1642383,9613141006,2021-08-18,635 STONEY BROOK RD,FORT COLLINS,80525,18383,"PROVINCETOWNE FILING 3, FTC (20060088535)",19613,Single Family Residential,Split Level,7,1755,418,,672,.15000000,2012,465000.00,388700.00
3984,R1644763,8831440001,2021-08-17,1921 WARREN DR,FORT COLLINS,80524,0181001002,COUNTRY CLUB ESTATES AMD LOT 50 OF RESUB & LOT 73 OF 3RD FIL (20070047361),19836,Single Family Residential,Ranch,1,2082,2082,1291,896,.55000000,1969,855000.00,635000.00
3985,R1646300,8720343202,2021-08-17,2133 KRISRON RD B202,FORT COLLINS,80525,8151004000,"SIDEHILL CONDOS BLOCK 1 SUPP 4, FTC (20070067420)",18933,Condo unit,Condo <= 3 Stories,19,1033,,,,.00000000,2006,307800.00,273900.00
3986,R1181173,8831314042,2021-08-17,2110 LINDEN LAKE RD,FORT COLLINS,80524,0495,LINDEN LAKE,19836,Single Family Residential,2 Story,8,3741,1904,1311,749,.39000000,1994,1100000.00,953500.00
3987,R0724971,8730310011,2021-08-17,1160 COBBLESTONE CT,FORT COLLINS,80525,117732,SOUTHMOOR VILLAGE EAST,19724,Single Family Residential,2 Story,8,2664,1032,712,960,.34000000,1983,980000.00,814700.00
3988,R0751308,9726323004,2021-08-17,660 ZUNI CIR,FORT COLLINS,80526,12307,WOODWEST,19722,Single Family Residential,Split Level,7,1794,648,648,470,.34000000,1979,525000.00,465000.00
3989,R1631886,8608241102,2021-08-17,2303 OWENS AVE 102,FORT COLLINS,80528,808706,TIMBERS CONDO ASSOC OF FTC SUPP 6  FTC (20040103114),18729,Condo unit,Condo <= 3 Stories,19,1167,,,220,.00000000,2004,315000.00,289600.00
3990,R1632660,8704315012,2021-08-16,3168 LOWER LOOP DR,FORT COLLINS,80524,8132,TRAIL HEAD FTC  (20040123495),18933,Single Family Residential,Ranch,1,1599,1472,,440,.16000000,2012,500000.00,391800.00
3991,R1620578,9736375002,2021-08-16,4245 BOARDWALK DR F2,FORT COLLINS,80525,802502,"PROMONTORY CONDOMINIUM, FIRST SUPP",19601,Condo unit,Condo <= 3 Stories,19,1132,,,280,.00000000,2002,310000.00,271800.00
3992,R1489739,8733218007,2021-08-16,3220 MESA VERDE ST,FORT COLLINS,80525,1865,WOODLAND PARK ESTATES PUD,18729,Single Family Residential,2 Story,8,3948,2074,2074,784,.51000000,2000,1000000.00,795600.00
3993,R1599312,8605469001,2021-08-16,2703 AUTUMN HARVEST WAY,FORT COLLINS,80528,8014,HARVEST PARK,18729,Single Family Residential,2 Story,8,2335,783,640,441,.14000000,2004,657000.00,500600.00
3994,R1007181,8719318017,2021-08-16,1315 KIRKWOOD DR 901,FORT COLLINS,80525,1357,PARKWOOD GARDENS CONDO,19724,Condo unit,Condo <= 3 Stories,19,948,,,,.00000000,1970,230000.00,200700.00
3995,R1642570,9613434008,2021-08-16,909 SNOWY PLAIN RD,FORT COLLINS,80525,18383,"PROVINCETOWNE FILING 3, FTC (20060088535)",19613,Single Family Residential,Ranch,1,1950,1158,,570,.13000000,2011,572000.00,425200.00
3996,R1659071,8608436012,2021-08-16,2615 EAGLE ROOST PL,FORT COLLINS,80528,0898002000,KECHTER FARM PLD FIL 2,18729,Single Family Residential,Ranch,1,2631,2579,,993,.29000000,2018,895000.00,751700.00
3997,R1646054,8707120024,2021-08-13,365 KALKASKA CT,FORT COLLINS,80524,1942001001,"DRY CREEK MINOR SUB, 1ST RPLT, FTC (20070083115)",18933,Single Family Residential,2 Story,8,1628,,,540,.11000000,2012,432500.00,356600.00
3998,R1662175,8708132003,2021-08-13,458 ZEPPELIN WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Townhouse - 1/2 Duplex,Townhouse Two Story,68,1547,685,,399,.06000000,2017,492000.00,383600.00
3999,R1662176,8708132004,2021-08-13,456 ZEPPELIN WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Townhouse - 1/2 Duplex,Townhouse Two Story,68,1547,685,564,420,.06000000,2017,524000.00,407100.00
4000,R1659304,8708224002,2021-08-13,2109 BOCK ST,FORT COLLINS,80524,8330002000,TIMBERVINE 2nd Filing,18933,Single Family Residential,2 Story,8,1714,,,560,.11000000,2017,476000.00,401000.00
4001,R0183741,9725407048,2021-08-13,3524 LANCASTER DR,FORT COLLINS,80525,12121,VILLAGE EAST,19724,Single Family Residential,Split Level,7,1480,,,400,.51000000,1975,470000.00,377300.00
4002,R1006894,8719317012,2021-08-13,1309 KIRKWOOD DR 504,FORT COLLINS,80525,1357,PARKWOOD GARDENS CONDO,19724,Condo unit,Condo <= 3 Stories,19,964,,,,.00000000,1970,227000.00,202500.00
4003,R1008790,8732208008,2021-08-13,3630 ARCTIC FOX DR,FORT COLLINS,80525,1367,FOX MEADOWS,18729,Single Family Residential,Ranch,1,1016,960,744,480,.16000000,1983,510000.00,353500.00
4004,R0598771,9611405036,2021-08-13,6413 ORBIT WAY,FORT COLLINS,80525,0392,SKYVIEW SOUTH,19614,Single Family Residential,Ranch,1,1125,,,368,.18000000,1977,380000.00,300700.00
4005,R1586218,8618216065,2021-08-13,6809 ANTIGUA DR 65,FORT COLLINS,80525,19562,STANTON CREEK,19613,Townhouse,Townhouse Two Story,68,1178,610,,200,.02000000,2000,361175.00,279500.00
4006,R1570994,8606485002,2021-08-13,5225 WHITE WILLOW DR P110,FORT COLLINS,80528,19444,BROOKSIDE AT WILLOW SPRINGS CONDOS,19613,Condo unit,Condo <= 3 Stories,19,1012,,,,.00000000,1998,290000.00,246100.00
4007,R1481088,8605112041,2021-08-13,3108 INDIGO CIR S,FORT COLLINS,80528,16603,WILD WOOD FARM PUD,18729,Single Family Residential,Ranch,1,1406,1406,746,400,.17000000,1998,516500.00,392900.00
4008,R1607683,8608317001,2021-08-13,6303 CARMICHAEL ST,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,Ranch,1,2276,912,,682,.18000000,2002,600000.00,451100.00
4009,R1618065,8715113075,2021-08-13,4679 BRUMBY LN,FORT COLLINS,80524,06842,"CLYDESDALE PARK PUD, SECOND FILING",18933,Single Family Residential,2 Story,8,2027,958,,644,.18000000,2003,541300.00,476300.00
4010,R1604060,8731273030,2021-08-12,4014 S LEMAY AVE 30,FORT COLLINS,80525,192601,GREENS AT COLLINDALE 1ST REPLAT,19601,Single Family Residential,Ranch,1,1650,1650,1650,506,.15000000,2004,692000.00,635900.00
4011,R1609744,8604407307,2021-08-12,5427 NORTHERN LIGHTS DR,FORT COLLINS,80528,8040,WILLOW BROOK,18729,Single Family Residential,2 Story,8,2521,1312,1062,688,.13000000,2005,665000.00,557800.00
4012,R1607546,8608311025,2021-08-12,6115 TILDEN ST,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,2579,1324,772,572,.16000000,2003,675000.00,532700.00
4013,R1586776,8704405145,2021-08-12,914 GLENLOCH DR,FORT COLLINS,80524,1971,WATERGLEN PUD,18933,Single Family Residential,2 Story,8,1379,,,420,.09000000,2002,455000.00,310600.00
4014,R1600423,9614419391,2021-08-12,7220 AVONDALE RD,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,2 Story,8,2269,865,865,520,.22000000,2001,608500.00,480600.00
4015,R0754170,8717119168,2021-08-12,2616 DARREN ST,FORT COLLINS,80524,03983,COUNTRYSIDE PARK,18933,Single Family Residential,Bi Level 2 Story,4,1654,,,494,.11000000,1980,414000.00,314000.00
4016,R1656519,8609272104,2021-08-11,5851 DRIPPING ROCK LN G104,FORT COLLINS,80528,8241011000,CROSSING AT FOSSIL LAKE CONDOS BLDG G L7 B1,19613,Condo unit,Condo <= 3 Stories,19,1536,651,,418,.00000000,2013,422000.00,369200.00
4017,R1340948,8732105048,2021-08-11,2637 APPLETON CT,FORT COLLINS,80525,1733,ENGLISH RANCH,18729,Single Family Residential,Ranch,1,1427,1427,1427,400,.15000000,1993,555000.00,427500.00
4018,R1598091,8710415033,2021-08-11,186 CAMINO REAL,FORT COLLINS,80524,065401,"TRAILS AT VISTA BONITA PUD, AMD",18933,Single Family Residential,Ranch,1,2105,1858,280,742,.31000000,2001,740000.00,586000.00
4019,R1598983,8605147002,2021-08-11,2803 HARVEST PARK LN,FORT COLLINS,80528,8014,HARVEST PARK,18729,Townhouse,Townhouse Two Story,68,1326,594,,440,.04000000,2002,383000.00,326700.00
4020,R1651749,8609119003,2021-08-09,3914 WILD ELM WAY,FORT COLLINS,80528,0637008000,MCCLELLANDS CREEK 3RD FIL (Fossil Lake PUD 8th Sub Number),19613,Single Family Residential,2 Story,8,2194,1105,,649,.12000000,2015,677500.00,554700.00
4021,R1382870,8732311009,2021-08-09,2119 WINTERSTONE CT,FORT COLLINS,80525,16168,SUNSTONE VILLAGE PUD,18729,Single Family Residential,2 Story,8,2060,783,,520,.14000000,1994,578500.00,434800.00
4022,R1006517,8719316001,2021-08-09,1305 KIRKWOOD DR 101,FORT COLLINS,80525,1357,PARKWOOD GARDENS CONDO,19724,Condo unit,Condo <= 3 Stories,19,930,,,,.00000000,1970,216500.00,198800.00
4023,R0174360,9721110154,2021-08-09,1912 DORSET DR,FORT COLLINS,80526,10131,BROWN FARM,19722,Single Family Residential,Bi Level 2 Story,4,1688,,,288,.14000000,1974,458300.00,335200.00
4024,R0124982,9725113045,2021-08-09,1024 OXFORD LN A12,FORT COLLINS,80525,1210,VILLAGE IV CONDO,19724,Townhouse/Condo,Townhouse One Story,61,912,912,,200,.00000000,1976,306000.00,246600.00
